,Text,Emotion,Flag,Category,Flag_type,,,,,,,,,,,,,,,,,,,,
,you're making me feel unwanted by saying no.,Sad,Red_Flag,sexual_issues,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You're making me see red. ,Angry,Red_Flag,threatening,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're making this all up.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're mine,Angry,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You're mine.  If they don't stop looking at you, I'm going hurt someone. ",Angry,Red_Flag,trust_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're my reason for living.,Normal,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,"You're my soulmate, no one has ever made me feel this way.",Sad,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,you're never good enough.,frustration,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're not capable of handling this.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're not good enough for me.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're not worth my time.,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're not worth my time.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're not worth my time.,Angry,Red_Flag,trust_issues,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're nothing but a failure.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're nothing but a fucking moron.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're nothing without me.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're nothing without me.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're overreacting about my drinking.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,"You're overreacting, that never happened.",Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're pathetic.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're playing with fire.,Angry,Red_Flag,threatening,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're remembering it all wrong.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're so incompetent.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're so pathetic.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're so stupid.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're so stupid.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're so useless.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're such a burden.,frustration,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're such a disappointment.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're such a fool.,frustration,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're such a fucking idiot.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're such a loser.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're such an idiot.,frustration,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're supposed to fulfill my needs.,Angry,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're the best thing that's ever happened to me.,frustration,Red_Flag,manipulation,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,You're the only one who remembers it that way.,Disgust,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're the reason everything is ruined.,Sad,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're the reason I have to act this way.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're the reason we're in this mess.,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're too dumb to get it.,Angry,Red_Flag,manipulation,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're too jealous for no reason.,Disgust,Red_Flag,sexual_issues,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're too sensitive.,Disgust,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're too strict about my drinking.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're too strict about my habits.,frustration,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're too uptight about my drinking.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,you're too uptight about substances.,Disgust,Red_Flag,substance_abuse,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,You're useless and everyone knows it.,Disgust,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're worthless without me.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,you're worthless.,Angry,Red_Flag,condescending,Active_abuse,,,,,,,,,,,,,,,,,,,,
,You're worthless.,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your behavior is why I am going crazy. ,frustration,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,your clothes would fit better if you lost weight,Disgust,Red_Flag,condescending,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your family doesn't care as much about you as I do.,frustration,Red_Flag,isolating,Love_Bombing,,,,,,,,,,,,,,,,,,,,
,Your family doesn't really care about you.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your family is always trying to interfere.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your friends are a bad influence.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your friends don't really care about you.,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your job is to take care of me and the house,Normal,Red_Flag,manipulation,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,Your parents just don't like me. I think you should stop talking to them,frustration,Red_Flag,isolating,Warning_Sign,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test Sentences,You are amazing. Thank you,Happy,Green_Flag,respect and appreciation,Healthy love,,,,,,,,,,,,,,,,,,,,
Test Sentences,I know I hurt your feelings. I'm sorry,Sad,Green_Flag,clear communication,Signs of Healthy Relationship,,,,,,,,,,,,,,,,,,,,
Test Sentences,"Take out the trash, please",Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
Test Sentences,Could you pass me the salt?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
Test Sentences,I love you ,Happy,Green_Flag,respect and appreciation,Healthy love,,,,,,,,,,,,,,,,,,,,
Test Sentences,Could you pass me the pepper?,Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
Test Sentences,"Take out the trash, please. ",Normal,Green_Flag,neutral,Neutral,,,,,,,,,,,,,,,,,,,,
Test Sentences,I love you so fucking much.,Happy,Green_Flag,respect and appreciation,Healthy love,,,,,,,,,,,,,,,,,,,,
Test Sentences,You are going to regret saying no,Angry,Red_Flag,threatening,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,stop talking to other guys,Angry,Red_Flag,isolating,Warning Sign,,,,,,,,,,,,,,,,,,,,
Test Sentences,Let's play Russian Roulette,Normal,Red_Flag,threatening,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,"If you really loved me, you would not go out tonight",Normal,Red_Flag,manipulation,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,you are a stupid bitch,Disgust,Red_Flag,condescending,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,I'll cut you,Angry,Red_Flag,threatening,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,"I love you so much. If you leave, I will hurt myself",Sad,Red_Flag,manipulation,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,"I want you, you can't say no.",Normal,Red_Flag,sexual issues,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,There's one in the chamber.  You're turn with the revolver.,Angry,Red_Flag,threatening,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,I'll shoot you,Angry,Red_Flag,threatening,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,Shoot yourself,Angry,Red_Flag,threatening,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,you are trash,Disgust,Red_Flag,condescending,Active abuse,,,,,,,,,,,,,,,,,,,,
Test Sentences,You are acting like a child. Grow up.,frustration,Red_Flag,condescending,Warning Sign,,,,,,,,,,,,,,,,,,,,
Test Sentences,You can't go to your art class,Angry,Red_Flag,isolating,Warning Sign,,,,,,,,,,,,,,,,,,,,
Test Sentences,Look what you made me do,frustration,Red_Flag,manipulation,Warning Sign,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
